Title,ISBN,Author,Book type,Original Price,Discounted Price,ISBN-10,Published Date,Publisher,No. of Pages
"Finding Ultra, Revised and Updated Edition",9780307952219,Rich Roll,917505,25.70,20.99,307952215,22-05-2012,Harmony/Rodale,
Becoming,9780241334157,Michelle Obama,917505,16.99,16.99,241334152,13-11-2018,Penguin Books Ltd,400
The 7th Victim,9781405909730,Mary Burton,917505,15.99,15.99,1405909730,14-03-2013,Penguin Books Ltd,432
book not found,9780547773995,,,,,,,,
"Goodbye, Things",9780141986395,Fumio Sasaki,917505,15.99,15.99,141986395,11-04-2017,Penguin Books Ltd,288
The Whole30's Food Freedom Forever,9780544838307,Melissa Hartwig Urban,917505,12.99,12.99,544838300,04-10-2016,HarperCollins,
Do No Harm,9780297869887,Henry Marsh,917505,11.99,11.99,297869884,13-03-2014,Orion,320
The Wise Man's Fear,9780575088078,Patrick Rothfuss,917505,12.99,12.99,575088079,01-03-2011,Orion,1008
A Stranger in Honeyfield,9780749020200,Anna Jacobs,917505,14.38,12.99,749020202,16-02-2016,Allison & Busby,300
Brothers in Blood (Eagles of the Empire 13),9780755393954,Simon Scarrow,917505,11.99,11.99,755393953,09-10-2014,Headline,448
Real Baby Food,9780544464964,Jenna Helwig,917505,29.69,23.99,544464966,27-02-2024,HarperCollins,208
The Minor Adjustment Beauty Salon,9781405520591,Alexander McCall Smith,917505,11.99,11.99,1405520590,03-10-2013,"Little, Brown Book Group",256
Psychopath Free (Expanded Edition),9780698190214,Jackson MacKenzie,917505,25.70,20.99,698190211,01-09-2015,Penguin Publishing Group,
Beyond The Shadows,9780748112562,Brent Weeks,917505,12.99,12.99,748112561,11-06-2009,"Little, Brown Book Group",736
Charlie,9780141903736,Lesley Pearse,917505,15.99,15.99,141903732,06-07-2006,Penguin Books Ltd,704
Through a Glass Darkly,9781407070605,Donna Leon,917505,15.99,15.99,1407070606,25-05-2010,Random House,352
Breaking Dawn,9780748112555,Stephenie Meyer,917505,11.99,11.99,748112553,26-02-2009,"Little, Brown Book Group",768
Golden Buddha,9780141914732,"Clive Cussler, Craig Dirgo",917505,14.99,14.99,141914734,05-07-2012,Penguin Books Ltd,544
book not found,9780060005443,,,,,,,,
The Traitor Queen,9780748128624,Trudi Canavan,917505,12.99,12.99,074812862X,02-08-2012,"Little, Brown Book Group",592
book not found,9781306015974,,,,,,,,
book not found,9781306265362,,,,,,,,
How to Talk to Anyone,9780722538074,Leil Lowndes,917504,24.99,21.75,722538073,28-04-1999,HarperCollins Publishers,352
Widdershins,9780988564107,Jordan L. Hawk,917505,6.99,6.99,988564106,03-12-2012,Widdershins Press LLC,
book not found,9780698148451,,,,,,,,
Testament of Youth,9780297859147,Vera Brittain,917505,12.99,12.99,297859145,16-07-2009,Orion,608
Mindfulness for Health,9781405522519,"Vidyamala Burch, Dr Danny Penman",917505,15.99,15.99,1405522518,05-09-2013,"Little, Brown Book Group",288
The Third Man and the Fallen Idol,9781407086767,Graham Greene,917505,15.99,15.99,1407086766,02-10-2010,Random House,160
The Rotten Heart of Europe,9780571301751,Bernard Connolly,917505,13.19,11.99,571301754,15-01-2013,Faber & Faber,480
Grandmothers,9780241985427,Salley Vickers,917505,15.99,15.99,241985420,07-11-2019,Penguin Books Ltd,400
Of Mice and Men,9780141923475,"Susan Shillinglaw, John Steinbeck",917505,15.99,15.99,141923474,07-09-2000,Penguin Books Ltd,144
Going on the Turn,9780297870142,Danny Baker,917505,12.99,12.99,297870149,05-10-2017,Orion,288
Hyperion,9780575099968,Dan Simmons,917505,4.99,4.99,575099968,05-08-2010,Orion,480
Without Fail,9781407070643,Lee Child,917505,16.99,16.99,1407070649,04-09-2008,Transworld,576
Pulled by the Tail,9780463163801,Nancey Cummings,917505,5.99,5.99,046316380X,29-07-2019,Menura Press,
A Study in Death,9780698181502,Anna Lee Huber,917505,11.72,10.99,698181506,07-07-2015,Penguin Publishing Group,
This Is Not A Drill,9780141991450,Extinction Rebellion,917505,14.99,14.99,141991453,13-06-2019,Penguin Books Ltd,160
book not found,9780330465670,,,,,,,,
Arsenic For Tea,9780141369808,Robin Stevens,917505,9.99,9.99,141369809,25-02-2016,Penguin Random House Children's UK,352
Dress Your Family In Corduroy And Denim,9780748125944,David Sedaris,917505,12.99,12.99,748125949,16-09-2010,"Little, Brown Book Group",272
Red Mist,9780748118939,Patricia Cornwell,917505,11.99,11.99,748118934,26-11-2011,"Little, Brown Book Group",512
book not found,9781101549537,,,,,,,,
Nightfall Berlin,9781405921732,Jack Grimwood,917505,15.99,15.99,1405921730,17-05-2018,Penguin Books Ltd,400
book not found,9780679645030,,,,,,,,
United As One,9780718184919,Pittacus Lore,917505,15.99,15.99,718184912,14-07-2016,Penguin Books Ltd,352
On Fire,9780241410745,Naomi Klein,917505,18.99,18.99,241410746,17-09-2019,Penguin Books Ltd,224
The Lies of Locke Lamora,9780575086005,Scott Lynch,917505,12.99,12.99,575086009,18-09-2008,Orion,544
Naked in Death,9780748121755,J.D. Robb,917505,11.99,11.99,748121757,07-10-2010,"Little, Brown Book Group",320
Council of Twelve,9781328508317,Oliver Potzsch,917504,37.85,37.85,1328508315,29-05-2018,MARINER BOOKS                 ,512
Maigret and Monsieur Charles,9780241304433,"Georges Simenon, Ros Schwartz",917505,15.99,15.99,241304431,09-01-2020,Penguin Books Ltd,160
A Dirty Shame,9780985228736,Liliana Hart,917505,10.99,10.99,985228733,27-10-2012,7th Press,
Playful Parenting,9780307489609,Lawrence J. Cohen,917505,23.99,19.99,307489604,19-11-2008,Random House Publishing Group,
The Reluctant Fundamentalist,9780141923642,Mohsin Hamid,917505,15.99,15.99,141923644,24-04-2008,Penguin Books Ltd,224
The Runaway Jury,9781407059457,John Grisham,917505,15.99,15.99,1407059459,21-04-2010,Random House,496
High Fidelity,9780141925073,Nick Hornby,917505,15.99,15.99,141925078,05-05-2005,Penguin Books Ltd,256
Magic Shifts,9780698136779,Ilona Andrews,917505,14.66,11.99,698136772,04-08-2015,Penguin Publishing Group,
The Novice,9780748116676,Trudi Canavan,917505,14.99,14.99,748116672,07-01-2010,"Little, Brown Book Group",592
The Last Wish,9780575099913,"Andrzej Sapkowski, Danusia Stok",917505,12.99,12.99,575099917,19-08-2010,Orion,288
Anybody Out There,9780141904757,Marian Keyes,917505,15.99,15.99,141904755,08-02-2007,Penguin Books Ltd,608
A Big Boy Did It And Ran Away,9780748132003,Christopher Brookmyre,917505,12.99,12.99,748132007,16-06-2011,"Little, Brown Book Group",512
The Gathering Storm,9780748115457,"Robert Jordan, Brandon Sanderson",917505,12.99,12.99,748115455,07-10-2010,"Little, Brown Book Group",672
Burn Fat Fast,9781405528733,Kate Staples,917505,9.99,9.99,1405528737,06-06-2013,"Little, Brown Book Group",96
Three Tang Dynasty Poets,9780141398211,Penguin Books Ltd,917505,4.99,4.99,141398213,26-02-2015,Penguin Books Ltd,80
book not found,9780061801891,,,,,,,,
Blood Rites,9780748116119,Jim Butcher,917505,11.99,11.99,748116117,04-03-2010,"Little, Brown Book Group",464
Travels with Charley,9780141190662,"Jay Parini, John Steinbeck",917505,15.99,15.99,141190663,01-03-2001,Penguin Books Ltd,240
Dune,9780575104419,Frank Herbert,917505,11.99,11.99,575104414,30-12-2010,Orion,624
The Man From St Petersburg,9781509862344,Ken Follett,917504,21.99,19.75,150986234X,28-05-2019,Pan Macmillan UK,464
Remote Control,9781407039176,Andy McNab,917505,15.99,15.99,1407039172,02-10-2008,Transworld,512
Leaders Eat Last,9780670923182,Simon Sinek,917505,16.99,16.99,670923184,09-01-2014,Penguin Books Ltd,256
To Hell and Back,9780241187159,Ian Kershaw,917505,19.99,19.99,024118715X,24-09-2015,Penguin Books Ltd,400
book not found,9780330457286,,,,,,,,
Every Breath,9780751567779,Nicholas Sparks,917505,11.99,11.99,751567779,16-10-2018,"Little, Brown Book Group",320
"Sister, Missing",9780857072900,Sophie McKenzie,917505,10.99,10.99,857072900,15-09-2011,Simon & Schuster UK,1
book not found,9781118001318,,,,,,,,
Closing the Vocabulary Gap,9781351624534,Alex Quigley,917505,36.29,36.29,1351624539,06-04-2018,Taylor & Francis,0
The Skeleton Road,9781405523134,Val McDermid,917505,11.99,11.99,1405523131,11-09-2014,"Little, Brown Book Group",416
The Glass Room,9780748115686,Simon Mawer,917505,11.99,11.99,748115684,20-08-2009,"Little, Brown Book Group",416
Death of a Salesman,9780141903958,Arthur Miller,917505,10.99,10.99,141903953,03-05-2013,Penguin Books Ltd,112
Seven Brief Lessons on Physics,9780241235973,"Carlo Rovelli, Simon Carnell, Erica Segre",917505,14.99,14.99,241235979,24-09-2015,Penguin Books Ltd,96
book not found,9780330514507,,,,,,,,
book not found,9781101637807,,,,,,,,
Forgive Me,9780718159023,Lesley Pearse,917505,15.99,15.99,718159020,14-02-2013,Penguin Books Ltd,512
book not found,9781250014184,,,,,,,,
Noughts & Crosses,9781407047966,Malorie Blackman,917505,12.99,12.99,1407047965,26-12-2008,RHCP,512
book not found,9780593054277,,,,,,,,
A Winter Flame,9780857208996,Milly Johnson,917505,9.99,9.99,857208993,25-10-2012,Simon & Schuster UK,416
book not found,9781101912508,,,,,,,,
The Kingmaker's Daughter,9780857207500,Philippa Gregory,917505,13.99,13.99,857207504,16-08-2012,Simon & Schuster UK,464
Stone Cold,9780141927589,Robert Swindells,917505,12.99,12.99,141927585,27-01-2005,Penguin Random House Children's UK,144
book not found,9780330468466,,,,,,,,
"Walden; Or, Life in the Woods",9780486132532,Henry David Thoreau,917505,1.45,1.45,486132536,22-03-2012,Dover Publications,224
book not found,9780983720201,,,,,,,,
Lady Isabella's Ogre,9780995105003,Emily Larkin,917505,7.99,7.99,995105006,05-12-2017,Emily Larkin,
book not found,9781310697883,,,,,,,,
Viking Slave,9781310514760,Griff Hosker,917505,8.15,8.15,1310514763,14-05-2015,Griff Hosker,
Journey into Fear,9780141924649,"Eric Ambler, Norman Stone",917505,15.99,15.99,141924640,28-05-2009,Penguin Books Ltd,224
The Paying Guests,9780349004594,Sarah Waters,917505,12.99,12.99,349004595,28-08-2014,"Little, Brown Book Group",576
book not found,9780544302341,,,,,,,,
How to be a Victorian,9780241958346,Ruth Goodman,917505,15.99,15.99,241958342,27-06-2013,Penguin Books Ltd,400
Northern Lights,9780748110193,Nora Roberts,917505,12.99,12.99,748110194,02-10-2008,"Little, Brown Book Group",544
book not found,9780330523332,,,,,,,,
Paradise Lost,9780486113241,"John Milton, John A. Himes",917505,1.45,1.45,486113248,06-04-2012,Dover Publications,480
"The Painted Man (The Demon Cycle, Book 1)",9780007287758,Peter V. Brett,917505,12.99,12.99,7287755,08-01-2009,HarperCollins Publishers,544
Baby-Led Feeding,9780544963429,Jenna Helwig,917505,26.99,26.99,544963423,13-03-2018,HarperCollins,208
Damage Control,9780759518162,Robert Dugoni,917505,17.99,17.99,759518165,14-02-2007,Grand Central Publishing,300
book not found,9781306063791,,,,,,,,
Unlocking Destinies From the Courts of Heaven Leader's Guide,9780768413793,Robert Henderson,917504,28.50,28.50,768413796,21-03-2017,,192
Sleepyhead,9780748109531,Mark Billingham,917505,12.99,12.99,748109536,04-09-2008,"Little, Brown Book Group",432
Shadow Spell,9781405517843,Nora Roberts,917505,16.99,16.99,1405517840,25-03-2014,"Little, Brown Book Group",352
Captain Hornblower R.N.,9780141959153,C.S. Forester,917505,15.99,15.99,141959150,01-01-2000,Penguin Books Ltd,576
The Dip,9780748129270,Seth Godin,917505,11.99,11.99,748129278,03-02-2011,"Little, Brown Book Group",96
book not found,9780316531269,,,,,,,,
Liberation Square,9781405930628,Gareth Rubin,917505,15.99,15.99,1405930624,18-04-2019,Penguin Books Ltd,400
The Final Empire,9780575097742,Brandon Sanderson,917505,11.99,11.99,575097744,30-03-2010,Orion,672
The Shack,9780964729292,William P. Young,917505,19.99,19.99,964729296,20-06-2008,Windblown Media,300
Red Carpets And Other Banana Skins,9780748109784,Rupert Everett,917505,12.99,12.99,748109781,04-09-2008,"Little, Brown Book Group",416
Decline and Fall of the Roman Empire,9780812984835,"Edward Gibbon, Gian Battista Piranesi, Daniel J. Boorstin",917505,27.42,21.99,812984838,28-01-2013,Random House Publishing Group,
book not found,9780141345642,,,,,,,,
Tenth of December,9781408894811,George Saunders,917504,22.99,20.40,1408894815,01-12-2017,Bloomsbury,288
Enemy of God,9780141929125,Bernard Cornwell,917505,15.99,15.99,014192912X,01-11-2007,Penguin Books Ltd,496
Mornings on Horseback,9780743218306,David McCullough,917505,12.99,12.99,743218302,31-05-2007,Simon & Schuster,448
book not found,9780547807683,,,,,,,,
It's Not OK to Feel Blue (and other lies),9780241410967,Scarlett Curtis,917505,12.99,12.99,241410967,03-10-2019,Penguin Random House Children's UK,576
The Burning Maze (The Trials of Apollo Book 3),9780141364025,Rick Riordan,917505,9.99,9.99,141364025,01-05-2018,Penguin Random House Children's UK,528
book not found,9780307271914,,,,,,,,
book not found,9781401923440,,,,,,,,
Gone,9780061909641,Michael Grant,917505,9.99,9.99,61909645,19-05-2009,HarperCollins,576
book not found,9780241381250,,,,,,,,
Cross,9780755387120,James Patterson,917505,12.99,12.99,755387120,28-04-2011,Headline,321
The Other Side of the Dale,9780141925165,Gervase Phinn,917505,14.99,14.99,141925167,01-01-2000,Penguin Books Ltd,288
The Master's Tools Will Never Dismantle the Master's House,9780241339732,Audre Lorde,917505,1.99,1.99,241339731,31-05-2018,Penguin Books Ltd,64
A Week in the Life of Corinth,9780830839629,Ben Witherington Ii,917504,32.96,32.96,830839623,30-03-2012,InterVarsity Press,159
book not found,9780755364435,,,,,,,,
Can't Anyone Help Me?,9780141966731,Toni Maguire,917505,14.99,14.99,141966734,07-07-2011,Penguin Books Ltd,288
The Dragon Reborn,9780748115365,Robert Jordan,917505,12.99,12.99,748115366,15-12-2009,"Little, Brown Book Group",704
The Diary of a Killer Cat,9780141971568,Anne Fine,917505,9.99,9.99,141971568,03-03-2011,Penguin Random House Children's UK,64
The Forgotten 500,9781101032343,Gregory A. Freeman,917505,23.99,19.99,1101032340,02-09-2008,Penguin Publishing Group,336
The Expression of the Emotions in Man and Animal,9780486817316,Charles Darwin,917504,34.99,28.50,486817318,01-03-2018,Dover Publications Inc.,416
Revelation for Everyone,9780281064649,Tom Wright,917505,17.04,13.99,281064644,15-11-2011,SPCK,256
The Bloody Chamber and Other Stories,9781409015369,"Angela Carter, Helen Simpson",917505,15.99,15.99,140901536X,31-10-2012,Random House,176
book not found,9780307414281,,,,,,,,
Centurion,9780755348367,Simon Scarrow,917504,20.40,20.40,755348362,01-08-2008,Headline,533
The Pale Horseman [TV Tie-in Edition],9780008139483,Bernard Cornwell,917504,22.99,20.40,8139482,21-09-2015,HarperCollins Publishers,432
book not found,9780307414120,,,,,,,,
And Furthermore,9780297859680,Dame Judi Dench,917505,11.99,11.99,297859684,14-10-2010,Orion,320
book not found,9781306051705,,,,,,,,
The Son of Neptune (Heroes of Olympus Book 2),9780141967554,Rick Riordan,917505,9.99,9.99,141967552,04-10-2011,Penguin Random House Children's UK,544
Medusa,9780571246021,Michael Dibdin,917505,13.19,11.99,571246028,04-09-2008,Faber & Faber,384
book not found,9780807573983,,,,,,,,
Quiet,9780141970172,Susan Cain,917505,14.99,14.99,141970170,29-03-2012,Penguin Books Ltd,352
book not found,9780330514651,,,,,,,,
Never Tell,9781407031088,Catherine McCall,917505,19.99,19.99,1407031082,01-04-2010,Ebury Publishing,288
The Count of Monte Cristo,9780141901251,"Alexandre Dumas, Robin Buss, Robin Buss",917505,10.99,10.99,014190125X,27-03-2003,Penguin Books Ltd,1312
All Things New,9780830826490,"Brian J. Tabb, D. A. Carson",917504,56.03,56.03,830826491,30-04-2019,IVP ACADEMIC                  ,280
The Dream Book,9780768419580,Stephanie Schureman,917504,33.60,33.60,768419581,19-03-2019,DESTINY IMAGE INC             ,272
Night Probe!,9780748114368,Clive Cussler,917505,4.99,4.99,074811436X,17-09-2009,"Little, Brown Book Group",384
Love is Blind,9780241979785,William Boyd,917505,15.99,15.99,241979781,20-09-2018,Penguin Books Ltd,296
The Giver (Movie Tie-In Edition),9780544340688,Lois Lowry,917504,22.90,22.90,054434068X,01-07-2014,Clarion Books,256
Double Cross,9781407044873,Malorie Blackman,917505,9.99,9.99,1407044877,29-12-2008,Penguin Random House Children's UK,448
book not found,9780807563731,,,,,,,,
book not found,9780762448319,,,,,,,,
All Systems Red,9780765397522,Martha Wells,917505,6.22,5.99,765397528,02-05-2017,Tor Publishing Group,
Mrs. Lincoln's Dressmaker,9781101609644,Jennifer Chiaverini,917505,22.29,17.99,1101609648,15-01-2013,Penguin Publishing Group,352
book not found,9781106927613,,,,,,,,
The Falls,9780752883649,Ian Rankin,917504,22.99,20.40,075288364X,01-10-2008,Orion,512
Convenience Store Woman,9781846276842,"Sayaka Murata, Ginny Tapley Takemori",917504,22.99,20.35,1846276845,03-06-2019,Granta,176
Horus Rising,9780857870216,Dan Abnett,917505,13.99,13.99,857870211,24-04-2014,Black Library,
The Sword Saint,9780718186838,C. F. Iggulden,917505,15.99,15.99,718186834,08-08-2019,Penguin Books Ltd,384
book not found,9780956770028,,,,,,,,
Tribune of Rome,9780857894823,Robert Fabbri,917505,3.99,3.99,085789482X,01-05-2011,Corvus,300
The Essential Guide to Getting Your Book Published,9780761163985,"Arielle Eckstut, David Henry Sterry",917505,23.99,23.99,761163980,11-11-2010,Workman Publishing Company,544
Night Broken,9781405513487,Patricia Briggs,917505,11.99,11.99,1405513489,11-03-2014,"Little, Brown Book Group",352
book not found,9780765376473,,,,,,,,
book not found,9780230714809,,,,,,,,
book not found,9780307351937,,,,,,,,
The Uninhabitable Earth,9780241355237,David Wallace-Wells,917505,15.99,15.99,241355230,19-02-2019,Penguin Books Ltd,208
Age of Swords,9781101965375,Michael J. Sullivan,917505,14.66,11.99,1101965371,25-07-2017,Random House Worlds,
The Rape of Nanking,9780465028252,Iris Chang,917505,13.99,13.99,046502825X,11-03-2014,Basic Books,360
Northern Lights,9780749929695,Nora Roberts,917504,22.99,20.40,749929693,01-06-2009,Little Brown,576
"Olive, Again",9780241985557,Elizabeth Strout,917505,15.99,15.99,241985552,31-10-2019,Penguin Books Ltd,272
Odessa Sea,9781405927642,"Clive Cussler, Dirk Cussler",917505,15.99,15.99,140592764X,17-11-2016,Penguin Books Ltd,480
Manson,9780857208958,Jeff Guinn,917505,13.99,13.99,857208950,06-08-2013,Simon & Schuster UK,512
A Crown Of Swords,9780748115402,Robert Jordan,917505,12.99,12.99,748115404,20-04-2010,"Little, Brown Book Group",784
Nudge,9780141976105,"Richard H. Thaler, Cass R Sunstein",917505,16.99,16.99,141976101,04-10-2012,Penguin Books Ltd,320
Bitten,9780748108596,Kelley Armstrong,917505,11.99,11.99,748108599,04-09-2008,"Little, Brown Book Group",464
Dead Beat,9780748116577,Jim Butcher,917505,12.99,12.99,748116575,04-03-2010,"Little, Brown Book Group",512
book not found,9781282119154,,,,,,,,
The Heart of the Dales,9780141902142,Gervase Phinn,917505,14.99,14.99,141902140,26-06-2008,Penguin Books Ltd,400
The Great Gatsby,9780743246392,F. Scott Fitzgerald,917505,11.99,11.99,074324639X,27-05-2003,Scribner,165
Monster Trucks!,9780385374675,"Michael J Doolittle, Susan E. Goodman",917505,8.79,7.99,385374674,31-07-2013,Random House Children's Books,
The Simple Truth,9781529003239,David Baldacci,917504,17.99,16.75,1529003237,09-07-2019,Pan Macmillan UK,704
The Spider Network,9780753552049,David Enrich,917505,18.99,18.99,753552043,23-03-2017,Ebury Publishing,496
book not found,9780330466677,,,,,,,,
Paddy Clarke Ha Ha Ha,9781409021308,Roddy Doyle,917505,15.99,15.99,1409021300,23-02-2010,Random House,288
The Millionaire Fastlane,9780984358113,MJ DeMarco,917505,7.99,7.99,984358110,18-03-2012,Viperion Publishing,336
Cut,9780007287154,Cathy Glass,917505,12.99,12.99,7287151,19-01-2009,HarperCollins Publishers,320
The Essential Guide to Getting Your Book Published,9780761160854,"Arielle Eckstut, David Henry Sterry",917504,32.59,32.59,076116085X,04-11-2010,Workman,544
My Kitchen Table,9780753548035,Gizzi Erskine,917505,14.99,14.99,753548038,05-01-2012,Ebury Publishing,208
Hulk,9780785170624,"Greg Pak, Carlo Pagulayan, Aaron Lopresti",917505,36.66,29.99,785170626,30-07-2014,Marvel Entertainment,
book not found,9780141347769,,,,,,,,
book not found,9780994054463,,,,,,,,
book not found,9780283071980,,,,,,,,
The Handsome Man's De Luxe Cafe,9781405520607,Alexander McCall Smith,917505,11.99,11.99,1405520604,18-09-2014,"Little, Brown Book Group",256
book not found,9780230766112,,,,,,,,
The 4 Pillar Plan,9780241303566,Dr Rangan Chatterjee,917505,19.99,19.99,241303567,28-12-2017,Penguin Books Ltd,272
The Jump,9780755350735,Martina Cole,917505,11.99,11.99,755350731,04-09-2008,Headline,672
The Ludwig Conspiracy,9780547740133,Oliver Pötzsch,917505,24.19,19.99,547740131,21-11-2023,HarperCollins,448
Last Argument Of Kings,9780575087873,Joe Abercrombie,917505,12.99,12.99,575087870,18-06-2009,Orion,544
The Night Manager,9780141976266,John le Carré,917505,15.99,15.99,141976268,07-11-2013,Penguin Books Ltd,480
book not found,9780544373181,,,,,,,,
The Philosophy Book,9781465458551,DK,917504,36.25,36.25,1465458557,21-02-2017,DK PUB INC                    ,352
Then She Vanishes,9781405932585,Claire Douglas,917505,15.99,15.99,1405932589,27-06-2019,Penguin Books Ltd,400
book not found,9781509821686,,,,,,,,
The Oracle,9781405941082,"Clive Cussler, Robin Burcell",917505,14.99,14.99,1405941081,30-05-2019,Penguin Books Ltd,400
Praetorian (Eagles of the Empire 11),9780755357215,Simon Scarrow,917505,12.99,12.99,755357213,10-11-2011,Headline,340
Back Home,9780141907048,Michelle Magorian,917505,9.99,9.99,141907045,01-01-2000,Penguin Random House Children's UK,384
"Black Leopard, Red Wolf",9780241981849,Marlon James,917505,15.99,15.99,241981840,05-02-2019,Penguin Books Ltd,640
One Hundred Years of Solitude,9780241968598,"Gabriel Garcia Marquez, Gregory Rabassa",917505,15.99,15.99,241968593,06-03-2014,Penguin Books Ltd,432
Who,9780345510440,"Geoff Smart, Randy Street",917505,17.14,13.99,345510445,30-09-2008,Random House Publishing Group,
The Unbound Empire,9780356510644,Melissa Caruso,917504,24.99,21.75,356510646,23-04-2019,Little Brown,560
A History of the Bible,9780141978512,Dr John Barton,917505,18.99,18.99,141978511,04-04-2019,Penguin Books Ltd,640
"Overlord, Vol. 10 (light novel)",9780316444996,"Kugane Maruyama, so-bin",917505,22.00,20.99,316444995,21-05-2019,Yen Press,
Knife Edge,9781407048017,Malorie Blackman,917505,9.99,9.99,1407048015,26-12-2008,RHCP,416
book not found,9780230714632,,,,,,,,
Long Walk To Freedom,9781405530743,Nelson Mandela,917505,12.99,12.99,140553074X,25-04-2013,"Little, Brown Book Group",784
The Last Stand of the Tin Can Sailors,9780307487308,James D. Hornfischer,917505,17.14,13.99,030748730X,12-11-2008,Random House Publishing Group,
book not found,9780307414090,,,,,,,,
Network Effect,9781250229847,Martha Wells,917505,19.50,15.99,1250229847,05-05-2020,Tor Publishing Group,
book not found,9781306300933,,,,,,,,
Looking Good Dead,9781509898831,Peter James,917504,22.99,20.40,1509898832,23-04-2019,Pan Macmillan UK,544
book not found,9780141347660,,,,,,,,
Star Trek,9780743491600,Michael Jan Friedman,917505,18.99,18.99,743491602,01-09-2003,Pocket Books/Star Trek,352
Matched,9780141966694,Ally Condie,917505,9.99,9.99,141966696,02-12-2010,Penguin Random House Children's UK,384
The Intimate Adventures Of A London Call Girl,9780297861027,Belle de Jour,917505,12.99,12.99,297861026,25-03-2010,Orion,304
Fer-de-Lance,9780307755926,Rex Stout,917505,8.55,7.99,307755924,21-07-2010,Random House Publishing Group,
book not found,9780999676196,,,,,,,,
Gideon the Ninth,9781250313171,Tamsyn Muir,917505,18.47,14.99,1250313171,10-09-2019,Tor Publishing Group,
The Outsider,9780141904252,"Albert Camus, Sandra Smith",917505,15.99,15.99,141904259,31-10-2013,Penguin Books Ltd,128
Eat Yourself Healthy,9780241984543,Dr. Megan Rossi,917505,19.99,19.99,241984548,19-09-2019,Penguin Books Ltd,272
Alias Grace,9780748113330,Margaret Atwood,917505,12.99,12.99,748113339,03-09-2009,"Little, Brown Book Group",560
INSPIRED,9781119387565,Marty Cagan,917505,34.99,34.99,1119387566,21-11-2017,Wiley,368
book not found,9780307379962,,,,,,,,
Sniper One,9780141909455,Dan Mills,917505,14.99,14.99,141909455,15-05-2008,Penguin Books Ltd,384
Red Seas Under Red Skies : Gentleman Bastard,9780575085909,Scott Lynch,917505,12.99,12.99,575085908,12-03-2009,Orion,640
A Memory of Light,9780748117222,"Robert Jordan, Brandon Sanderson",917505,11.99,11.99,748117229,09-04-2013,"Little, Brown Book Group",768
Ghost Story,9780748116607,Jim Butcher,917505,12.99,12.99,748116605,28-07-2011,"Little, Brown Book Group",416
Tom Clancy's True Faith and Allegiance,9781405922296,Mark Greaney,917505,15.99,15.99,140592229X,01-12-2016,Penguin Books Ltd,496
Memoirs of a Geisha,9781407019666,Arthur Golden,917505,15.99,15.99,140701966X,02-12-2008,Random House,512
book not found,9780998601731,,,,,,,,
book not found,9780316486675,,,,,,,,
The House of Hades (Heroes of Olympus Book 4),9780141339214,Rick Riordan,917505,9.99,9.99,141339217,08-10-2013,Penguin Books Ltd,560
Outliers,9780141903491,Malcolm Gladwell,917505,15.99,15.99,014190349X,18-11-2008,Penguin Books Ltd,320
book not found,9780191579486,,,,,,,,
Equal Rites,9781407034478,Terry Pratchett,917505,15.99,15.99,1407034472,24-11-2009,Transworld,288
The Baking Bible,9780544188365,Rose Levy Beranbaum,917505,42.99,42.99,544188365,28-10-2014,HarperCollins,0
What Every BODY is Saying,9780061755668,"Joe Navarro, Marvin Karlins",917505,11.99,11.99,61755664,13-10-2009,HarperCollins,272
Cult Sci-Fi Movies,9780761184270,Danny Peary,917505,5.99,5.99,761184279,23-09-2014,Workman Publishing Company,104
A Legacy of Spies,9780241981238,John le Carré,917505,15.99,15.99,241981239,07-09-2017,Penguin Books Ltd,320
book not found,9780316403566,,,,,,,,
book not found,9780141347851,,,,,,,,
Two Can Keep a Secret,9780141375663,Karen M. McManus,917505,12.99,12.99,141375663,10-01-2019,Penguin Random House Children's UK,336
Super Pumped,9780393652253,Mike Isaac,917505,27.80,22.99,393652254,03-09-2019,W. W. Norton & Company,
Rumour Has It,9780755353385,Jill Mansell,917505,12.99,12.99,755353382,03-05-2009,Headline,300
Shopaholic to the Rescue,9780593074640,Sophie Kinsella,917505,15.99,15.99,593074645,22-10-2015,Transworld,384
The Hare With Amber Eyes: A Hidden Inheritance,9781407052472,Edmund De Waal,917505,18.99,18.99,1407052470,03-06-2010,Random House,368
Percy Jackson and the Titan's Curse,9780141919133,Rick Riordan,917505,12.99,12.99,141919132,01-05-2008,Penguin Books Ltd,304
The Enemy,9780141931845,Charlie Higson,917505,9.99,9.99,141931841,03-09-2009,Penguin Random House Children's UK,432
The Holy Roman Empire,9780141956916,Peter H. Wilson,917505,18.99,18.99,141956917,28-01-2016,Penguin Books Ltd,600
One with You,9781405916462,Sylvia Day,917505,15.99,15.99,140591646X,05-04-2016,Penguin Books Ltd,368
book not found,9780997427738,,,,,,,,
No One Home,9781405939508,Tim Weaver,917505,15.99,15.99,1405939508,16-05-2019,Penguin Books Ltd,400
book not found,9780241334690,,,,,,,,
book not found,9781401388881,,,,,,,,
book not found,9780755118380,,,,,,,,
Atlas Shrugged,9781101137192,Ayn Rand,917505,6.99,6.99,1101137193,21-04-2005,Penguin Publishing Group,1192
Quick Cooking for Diabetes,9780600630401,"Louise Blair, Norma McGough",917505,10.99,10.99,600630404,22-09-2014,Octopus,128
